"direccion","barrio","metraje","moneda","precio","operacion","tipoPropiedad","fecha"
"Pedro Echagüe 1700","Parque Patricios",50,"dolares",63900,"venta","departamento",2015-08-20
"Pedro Echagüe 1700","Parque Patricios",28,"dolares",43000,"venta","departamento",2015-08-20
"Avda. De Libertador 5700","Belgrano",41,"pesos",1706555,"venta","departamento",2015-08-20
"Avda. De Libertador 5700","Belgrano",42,"pesos",1820325,"venta","departamento",2015-08-20
"Avda. De Libertador 5700","Belgrano",41,"pesos",1774817,"venta","departamento",2015-08-20
"Avda. De Libertador 5700","Belgrano",51,"pesos",2155773,"venta","departamento",2015-08-20
"Balbin, Ricardo, Dr. Av. 4300","Saavedra",36,"dolares",54000,"venta","departamento",2015-08-20
"Balbin, Ricardo, Dr. Av. 4300","Saavedra",67,"dolares",101250,"venta","departamento",2015-08-20
"Balbin, Ricardo, Dr. Av. 4300","Saavedra",46,"dolares",69750,"venta","departamento",2015-08-20
"Bertres 300","Caballito",54,"dolares",116000,"venta","departamento",2015-08-20
"Bertres 300","Caballito",52,"dolares",112000,"venta","departamento",2015-08-20
"Bertres 300","Caballito",60,"dolares",127000,"venta","departamento",2015-08-20
"Bertres 300","Caballito",66,"dolares",140000,"venta","departamento",2015-08-20
"Curapaligüe 100","Caballito",34,"dolares",21800,"venta","departamento",2015-08-20
"Curapaligüe 100","Caballito",48,"dolares",31500,"venta","departamento",2015-08-20
"Curapaligüe 100","Caballito",82,"dolares",52000,"venta","departamento",2015-08-20
"Av Pedro Goyena 1600","Caballito",35,"dolares",85000,"venta","departamento",2015-08-20
"Av Pedro Goyena 1600","Caballito",48,"dolares",125000,"venta","departamento",2015-08-20
"Av Pedro Goyena 1600","Caballito",44,"dolares",95000,"venta","departamento",2015-08-20
"Av Pedro Goyena 1600","Caballito",73,"dolares",190000,"venta","departamento",2015-08-20
"Salguero, Jeronimo 700","Almagro",37,"dolares",75000,"venta","departamento",2015-08-20
"Salguero, Jeronimo 700","Almagro",37,"dolares",73000,"venta","departamento",2015-08-20
"Salguero, Jeronimo 700","Almagro",37,"dolares",76000,"venta","departamento",2015-08-20
"Formosa 0","Caballito",52,"dolares",112000,"venta","departamento",2015-08-20
"Formosa 0","Caballito",71,"dolares",135000,"venta","departamento",2015-08-20
"Formosa 0","Caballito",52,"dolares",113000,"venta","departamento",2015-08-20
"Formosa 0","Caballito",54,"dolares",119000,"venta","departamento",2015-08-20
"Córdoba, Av. 2400","Barrio Norte",40,"dolares",99300,"venta","departamento",2015-08-20
"Córdoba, Av. 2400","Barrio Norte",40,"dolares",100000,"venta","departamento",2015-08-20
"Córdoba, Av. 2400","Barrio Norte",42,"dolares",98500,"venta","departamento",2015-08-20
"Córdoba, Av. 2400","Barrio Norte",40,"dolares",97000,"venta","departamento",2015-08-20
"Directorio, Avda. 1000","Caballito",42,"dolares",82000,"venta","departamento",2015-08-20
"Directorio, Avda. 1000","Caballito",40,"dolares",80000,"venta","departamento",2015-08-20
"Directorio, Avda. 1000","Caballito",41,"dolares",76000,"venta","departamento",2015-08-20
"Directorio, Avda. 1000","Caballito",41,"dolares",77000,"venta","departamento",2015-08-20
"Del Barco Centenera 600","Caballito",74,"dolares",110000,"venta","departamento",2015-08-20
"Del Barco Centenera 600","Caballito",45,"dolares",110000,"venta","departamento",2015-08-20
"Del Barco Centenera 600","Caballito",46,"dolares",110000,"venta","departamento",2015-08-20
"Alberdi, Juan B., Av. 1500","Caballito",95,"dolares",167000,"venta","departamento",2015-08-20
"Alberdi, Juan B., Av. 1500","Caballito",106,"dolares",265000,"venta","departamento",2015-08-20
"Alberdi, Juan B., Av. 1500","Caballito",106,"dolares",305000,"venta","departamento",2015-08-20
"Alberdi, Juan B., Av. 1500","Caballito",79,"dolares",167000,"venta","departamento",2015-08-20
"Av. Acoyte 700","Caballito",73,"dolares",185000,"venta","departamento",2015-08-20
"Av. Acoyte 700","Caballito",65,"dolares",133000,"venta","departamento",2015-08-20
"Av. Acoyte 700","Caballito",74,"dolares",185000,"venta","departamento",2015-08-20
"Av. Acoyte 700","Caballito",55,"dolares",128000,"venta","departamento",2015-08-20
"Castro Barros 500","Almagro",39,"dolares",72000,"venta","departamento",2015-08-20
"Castro Barros 500","Almagro",36,"dolares",71500,"venta","departamento",2015-08-20
"Directorio, Avda. 1500","Caballito",87,"dolares",156000,"venta","departamento",2015-08-20
"Directorio, Avda. 1500","Caballito",80,"dolares",159500,"venta","departamento",2015-08-20
"Directorio, Avda. 1500","Caballito",79,"dolares",185000,"venta","departamento",2015-08-20
"Directorio, Avda. 1500","Caballito",37,"dolares",78000,"venta","departamento",2015-08-20
"Colombres 1000","Almagro",44,"dolares",74000,"venta","departamento",2015-08-20
"Colombres 1000","Almagro",42,"dolares",97000,"venta","departamento",2015-08-20
"Acevedo, Eduardo 200","Caballito",68,"dolares",105000,"venta","departamento",2015-08-20
"Castro Barros 1100","Boedo",66,"dolares",115000,"venta","departamento",2015-08-20
"Castro Barros 1100","Boedo",39,"dolares",73000,"venta","departamento",2015-08-20
"Castro Barros 1100","Boedo",82,"dolares",129000,"venta","departamento",2015-08-20
"Julián Álvarez 600","Villa Crespo",69,"dolares",143073,"venta","departamento",2015-08-20
"Avenida José María Moreno 300","Caballito",24,"dolares",61737,"venta","departamento",2015-08-20
"Avenida José María Moreno 300","Caballito",52,"dolares",133655,"venta","departamento",2015-08-20
"Avenida José María Moreno 300","Caballito",140,"dolares",267310,"venta","departamento",2015-08-20
"Vera 900","Villa Crespo",46,"dolares",92500,"venta","departamento",2015-08-20
"Vera 900","Villa Crespo",55,"dolares",85500,"venta","departamento",2015-08-20
"Vera 900","Villa Crespo",37,"dolares",72000,"venta","departamento",2015-08-20
"Quesada 2000","Nuñez",35,"dolares",85500,"venta","departamento",2015-08-20
"Quesada 2000","Nuñez",50,"dolares",140000,"venta","departamento",2015-08-20
"Moldes 2800","Belgrano",35,"dolares",85000,"venta","departamento",2015-08-20
"Castillo 1100","Villa Crespo",28,"dolares",55427,"venta","departamento",2015-08-20
"Castillo 1100","Villa Crespo",56,"dolares",92751,"venta","departamento",2015-08-20
"Castillo 1100","Villa Crespo",140,"dolares",217301,"venta","departamento",2015-08-20
"Juana Azurduy 2500","Nuñez",36,"pesos",114594,"venta","departamento",2015-08-20
"Juana Azurduy 2500","Nuñez",64,"pesos",2030098,"venta","departamento",2015-08-20
"Juana Azurduy 2500","Nuñez",85,"pesos",2630850,"venta","departamento",2015-08-20
"Curapaligue 0","Caballito",39,"dolares",79900,"venta","departamento",2015-08-20
"Curapaligue 0","Caballito",52,"dolares",109900,"venta","departamento",2015-08-20
"Formosa 200","Caballito",124,"dolares",200000,"venta","departamento",2015-08-20
"Formosa 200","Caballito",74,"dolares",130000,"venta","departamento",2015-08-20
"Formosa 200","Caballito",61,"dolares",110000,"venta","departamento",2015-08-20
"Formosa 200","Caballito",71,"dolares",182000,"venta","departamento",2015-08-20
"Avenida Jujuy 900","San Cristobal",40,"pesos",900000,"venta","departamento",2015-08-20
"Roosvelt 3600","Belgrano",32,"dolares",64000,"venta","departamento",2015-08-20
"Roosvelt 3600","Belgrano",34,"dolares",68000,"venta","departamento",2015-08-20
"Roosvelt 3600","Belgrano",56,"dolares",112000,"venta","departamento",2015-08-20
"Roosvelt 3600","Belgrano",70,"dolares",140000,"venta","departamento",2015-08-20
"Galicia 700","Villa Crespo",39,"pesos",941967,"venta","departamento",2015-08-20
"Galicia 700","Villa Crespo",54,"pesos",1050961,"venta","departamento",2015-08-20
"Galicia 700","Villa Crespo",75,"pesos",1509563,"venta","departamento",2015-08-20
"Galicia 700","Villa Crespo",21,"pesos",515022,"venta","departamento",2015-08-20
"Cabrera 3900","Palermo",75,"dolares",160000,"venta","departamento",2015-08-20
"Cabrera 3900","Palermo",45,"dolares",100000,"venta","departamento",2015-08-20
"Cabrera 3900","Palermo",71,"dolares",125000,"venta","departamento",2015-08-20
"Cordoba 5100","Palermo",35,"dolares",81000,"venta","departamento",2015-08-20
"Cordoba 5100","Palermo",140,"dolares",198000,"venta","departamento",2015-08-20
"Cordoba 5100","Palermo",56,"dolares",121000,"venta","departamento",2015-08-20
"Cordoba 5100","Palermo",54,"dolares",134000,"venta","departamento",2015-08-20
"Avenida Acoyte 900","Caballito",37,"dolares",95000,"venta","departamento",2015-08-20
"Avenida Acoyte 900","Caballito",41,"dolares",86500,"venta","departamento",2015-08-20
"Hortiguera 0","Caballito",49,"dolares",112000,"venta","departamento",2015-08-20
"Hortiguera 0","Caballito",78,"dolares",178000,"venta","departamento",2015-08-20
"Hortiguera 0","Caballito",49,"dolares",116000,"venta","departamento",2015-08-20
"Hortiguera 0","Caballito",49,"dolares",117000,"venta","departamento",2015-08-20
"Jufre 100","Palermo",64,"pesos",1408845,"venta","departamento",2015-08-20
"Jufre 100","Palermo",36,"pesos",922580,"venta","departamento",2015-08-20
"Jufre 100","Palermo",36,"pesos",928382,"venta","departamento",2015-08-20
"Lavalleja 900","Villa Crespo",39,"dolares",70950,"venta","departamento",2015-08-20
"Lavalleja 900","Villa Crespo",47,"dolares",68880,"venta","departamento",2015-08-20
"Lavalleja 900","Villa Crespo",92,"dolares",174800,"venta","departamento",2015-08-20
"Hidalgo 700","Caballito",42,"dolares",83200,"venta","departamento",2015-08-20
"Hidalgo 700","Caballito",60,"dolares",113500,"venta","departamento",2015-08-20
"Ramsay 1800","Belgrano",50,"dolares",125800,"venta","departamento",2015-08-20
"Ramsay 1800","Belgrano",55,"dolares",138300,"venta","departamento",2015-08-20
"Ramsay 1800","Belgrano",106,"dolares",268200,"venta","departamento",2015-08-20
"Ramsay 1800","Belgrano",93,"dolares",214700,"venta","departamento",2015-08-20
"Azopardo 1300","San Telmo",70,"pesos",1866000,"venta","departamento",2015-08-20
"Azopardo 1300","San Telmo",50,"pesos",883700,"venta","departamento",2015-08-20
"Zapiola 4500","Saavedra",48,"dolares",78000,"venta","departamento",2015-08-20
"Zapiola 4500","Saavedra",100,"dolares",119000,"venta","departamento",2015-08-20
"Zapiola 4500","Saavedra",47,"dolares",88000,"venta","departamento",2015-08-20
"Zapiola 4500","Saavedra",56,"dolares",99000,"venta","departamento",2015-08-20
"Naon, Romulo S., Dr. 2900","Coghlan",38,"dolares",75000,"venta","departamento",2015-08-20
"Naon, Romulo S., Dr. 2900","Coghlan",47,"dolares",115000,"venta","departamento",2015-08-20
"Naon, Romulo S., Dr. 2900","Coghlan",47,"dolares",109000,"venta","departamento",2015-08-20
"Naon, Romulo S., Dr. 2900","Coghlan",38,"dolares",80000,"venta","departamento",2015-08-20
"Superi 4300","Saavedra",119,"dolares",185000,"venta","departamento",2015-08-20
"Superi 4300","Saavedra",66,"dolares",125000,"venta","departamento",2015-08-20
"Ruiz Huidobro 4600","Saavedra",57,"dolares",100846,"venta","departamento",2015-08-20
"Ruiz Huidobro 4600","Saavedra",43,"dolares",75950,"venta","departamento",2015-08-20
"Ruiz Huidobro 4600","Saavedra",39,"dolares",65612,"venta","departamento",2015-08-20
"Ruiz Huidobro 4600","Saavedra",43,"dolares",71973,"venta","departamento",2015-08-20
"Lezica 4400","Caballito",34,"dolares",63000,"venta","departamento",2015-08-20
"Lezica 4400","Caballito",34,"dolares",64500,"venta","departamento",2015-08-20
"Lezica 4400","Caballito",34,"dolares",66000,"venta","departamento",2015-08-20
"Lezica 4400","Caballito",34,"dolares",69000,"venta","departamento",2015-08-20
"Parque Chacabuco 1300","Parque Chacabuco",38,"dolares",63000,"venta","departamento",2015-08-20
"Parque Chacabuco 1300","Parque Chacabuco",67,"dolares",118000,"venta","departamento",2015-08-20
"Villarroel 1300","Villa Crespo",38,"dolares",86000,"venta","departamento",2015-08-20
"Villarroel 1300","Villa Crespo",35,"dolares",80000,"venta","departamento",2015-08-20
"Villarroel 1300","Villa Crespo",30,"dolares",72000,"venta","departamento",2015-08-20
"Villarroel 1300","Villa Crespo",35,"dolares",76000,"venta","departamento",2015-08-20
"Darwin 900","Saavedra",68,"dolares",99000,"venta","departamento",2015-08-20
"Darwin 900","Saavedra",58,"dolares",79000,"venta","departamento",2015-08-20
"Guevara 200","Chacarita",28,"dolares",55000,"venta","departamento",2015-08-20
"Guevara 200","Chacarita",49,"dolares",87000,"venta","departamento",2015-08-20
"Guevara 200","Chacarita",51,"dolares",86000,"venta","departamento",2015-08-20
"Guevara 200","Chacarita",69,"dolares",121000,"venta","departamento",2015-08-20
"Bonifacio, Jose 600","Caballito",36,"dolares",79000,"venta","departamento",2015-08-20
"Bonifacio, Jose 600","Caballito",36,"dolares",78000,"venta","departamento",2015-08-20
"Bonifacio, Jose 600","Caballito",36,"dolares",82000,"venta","departamento",2015-08-20
"Bonifacio, Jose 600","Caballito",51,"dolares",118000,"venta","departamento",2015-08-20
"Vega, Niceto, Cnel. 5600","Palermo Hollywood",46,"dolares",102400,"venta","departamento",2015-08-20
"Vega, Niceto, Cnel. 5600","Palermo Hollywood",46,"dolares",104500,"venta","departamento",2015-08-20
"Vega, Niceto, Cnel. 5600","Palermo Hollywood",46,"dolares",107400,"venta","departamento",2015-08-20
"Vega, Niceto, Cnel. 5600","Palermo Hollywood",46,"dolares",110900,"venta","departamento",2015-08-20
"Scalabrini Ortiz, Raul, Av. 1400","Palermo Soho",34,"dolares",91000,"venta","departamento",2015-08-20
"Scalabrini Ortiz, Raul, Av. 1400","Palermo Soho",67,"dolares",185000,"venta","departamento",2015-08-20
"Scalabrini Ortiz, Raul, Av. 1400","Palermo Soho",40,"pesos",1450000,"venta","departamento",2015-08-20
"Scalabrini Ortiz, Raul, Av. 1400","Palermo Soho",45,"dolares",135000,"venta","departamento",2015-08-20
"Laferrere, Greg. De 1300","Caballito",83,"dolares",193000,"venta","departamento",2015-08-20
"Laferrere, Greg. De 1300","Caballito",42,"dolares",98000,"venta","departamento",2015-08-20
"Laferrere, Greg. De 1300","Caballito",41,"dolares",96000,"venta","departamento",2015-08-20
"Laferrere, Greg. De 1300","Caballito",108,"dolares",229000,"venta","departamento",2015-08-20
"Guayaquil 0","Caballito",200,"dolares",520000,"venta","departamento",2015-08-20
"Guayaquil 0","Caballito",NA,"dolares",389000,"venta","departamento",2015-08-20
"Nuñez 1600","Nuñez",44,"dolares",118000,"venta","departamento",2015-08-20
"Nuñez 1600","Nuñez",77,"dolares",186000,"venta","departamento",2015-08-20
"Nuñez 1600","Nuñez",77,"dolares",238000,"venta","departamento",2015-08-20
"Nuñez 1600","Nuñez",45,"dolares",114000,"venta","departamento",2015-08-20
"Centenera 400","Caballito",71,"dolares",153000,"venta","departamento",2015-08-20
"Centenera 400","Caballito",71,"dolares",154000,"venta","departamento",2015-08-20
"Centenera 400","Caballito",39,"dolares",84000,"venta","departamento",2015-08-20
"Directorio, Avda. 3200","Flores",74,"dolares",112500,"venta","departamento",2015-08-20
"Directorio, Avda. 3200","Flores",63,"dolares",120000,"venta","departamento",2015-08-20
"Directorio, Avda. 3200","Flores",36,"dolares",73000,"venta","departamento",2015-08-20
"Directorio, Avda. 3200","Flores",36,"dolares",72000,"venta","departamento",2015-08-20
"Boedo, Avda. 500","Almagro",40,"pesos",1128000,"venta","departamento",2015-08-20
"Boedo, Avda. 500","Almagro",38,"pesos",1108000,"venta","departamento",2015-08-20
"Boedo, Avda. 500","Almagro",38,"pesos",1120000,"venta","departamento",2015-08-20
"Boedo, Avda. 500","Almagro",40,"pesos",1122000,"venta","departamento",2015-08-20
"Hortiguera 300","Caballito",182,"dolares",310000,"venta","departamento",2015-08-20
"Hortiguera 300","Caballito",106,"dolares",290000,"venta","departamento",2015-08-20
"Hortiguera 300","Caballito",106,"dolares",310000,"venta","departamento",2015-08-20
"Hortiguera 300","Caballito",106,"dolares",320000,"venta","departamento",2015-08-20
"Malvinas Argentinas 400","Caballito",128,"dolares",201000,"venta","departamento",2015-08-20
"Malvinas Argentinas 400","Caballito",127,"dolares",205000,"venta","departamento",2015-08-20
"Malvinas Argentinas 400","Caballito",63,"dolares",154000,"venta","departamento",2015-08-20
"Malvinas Argentinas 400","Caballito",84,"dolares",198000,"venta","departamento",2015-08-20
"Emilio Mitre 600","Caballito",57,"dolares",135000,"venta","departamento",2015-08-20
"Cerviño, Av 3800","Palermo",22,"dolares",81447,"venta","departamento",2015-08-20
"Cerviño, Av 3800","Palermo",22,"dolares",82701,"venta","departamento",2015-08-20
"Cerviño, Av 3800","Palermo",22,"dolares",84029,"venta","departamento",2015-08-20
"Cerviño, Av 3800","Palermo",22,"dolares",86724,"venta","departamento",2015-08-20
"Peru 1300","San Telmo",82,NA,NA,"venta","departamento",2015-08-20
"Peru 1300","San Telmo",102,NA,NA,"venta","departamento",2015-08-20
"Peru 1300","San Telmo",68,NA,NA,"venta","departamento",2015-08-20
"Directorio, Avda. 3800","Floresta",44,"pesos",1169157,"venta","departamento",2015-08-20
"Directorio, Avda. 3800","Floresta",49,"pesos",1190000,"venta","departamento",2015-08-20
"Directorio, Avda. 3800","Floresta",37,NA,NA,"venta","departamento",2015-08-20
"Irigoyen, Bernardo De 1300","San Telmo",35,"pesos",793000,"venta","departamento",2015-08-20
"Irigoyen, Bernardo De 1300","San Telmo",35,"pesos",745000,"venta","departamento",2015-08-20
"Irigoyen, Bernardo De 1300","San Telmo",34,"pesos",708000,"venta","departamento",2015-08-20
"Irigoyen, Bernardo De 1300","San Telmo",33,"pesos",812000,"venta","departamento",2015-08-20
"Avenida Crisólogo Larralde 2400","Nuñez",40,"dolares",74500,"venta","departamento",2015-08-20
"Avenida Crisólogo Larralde 2400","Nuñez",53,"dolares",102500,"venta","departamento",2015-08-20
"Avenida Crisólogo Larralde 2400","Nuñez",101,"dolares",194500,"venta","departamento",2015-08-20
"Avenida Crisólogo Larralde 2400","Nuñez",95,"dolares",188200,"venta","departamento",2015-08-20
"Santos Dumont 2400","Belgrano",35,"dolares",81100,"venta","departamento",2015-08-20
